timestamp,time_s,lat,lon,altitude_m,vx_ms,vy_ms,vz_ms,speed_ms,roll_deg,pitch_deg,yaw_deg,battery_pct,payload_kg,motor1_pwm,motor2_pwm,motor3_pwm,motor4_pwm,motor5_pwm,motor6_pwm,vibration_x,vibration_y,vibration_z
2024-11-05 00:00:00.000000,0.0,12.971617475984761,77.59459612333016,0.0,0.0,-0.09325479194050404,0.783126631853786,0.788659481486479,-1.466225994785164,0.22571327566882912,0.10824196206850399,99.82752560214647,1.5,1283.8870665825739,1263.8261515507377,1266.835358535066,1274.0383479707707,1277.9908267228998,1277.4038921221872,0.6772179217800269,-0.40249367468656033,-0.7370725042629361
2024-11-05 00:00:00.100021,0.10002083767451553,12.971613270841981,77.59459756946885,0.0783289817232376,0.0,0.016596109358742086,0.783126631853786,0.7833024654400766,-0.4352114950395611,-0.20026646846774865,0.09308205361177374,100.06331597766908,1.5,1278.9113215505997,1264.561825625344,1285.1119471783852,1268.8796201452162,1273.8967670270156,1264.1263453977342,-0.45712189089706257,0.017196070386648457,-0.2299687431161209
2024-11-05 00:00:00.200042,0.20004167534903106,12.971614856396641,77.5946016889309,0.1566579634464752,0.0,-0.23171016698188093,0.783126631853786,0.8166865512553921,-1.862424781133863,-0.628475478863776,0.13524740344251532,99.96702807635421,1.5,1266.1431553627083,1273.6180633953122,1275.712196954707,1269.9344608012427,1273.6712152107345,1296.6791303621621,0.26892012193791753,-0.021105479084319267,0.22554143405248886
2024-11-05 00:00:00.300063,0.3000625130235466,12.971606140745932,77.59459988192525,0.2349869451697128,0.0,0.05670877966641572,0.783126631853786,0.7851771820486821,0.6155659885482883,0.9216063122273217,0.13861192006396034,99.85396073212536,1.5,1280.6506401828192,1278.151542271681,1284.2434681350026,1269.0848536453038,1276.4818834561243,1283.2823402213317,0.28620254654316635,-0.2280002037528968,-0.06543757041085012
2024-11-05 00:00:00.400083,0.4000833506980621,12.971598899163661,77.59462024588402,0.3133159268929504,0.0,0.15425275044977665,0.783126631853786,0.798173685697528,-0.09117111637550857,-0.27676094118542616,0.038724726452968594,99.72397772191556,1.5,1266.954006251803,1268.0223598406415,1278.6078688394582,1270.337209641632,1274.4949224289312,1273.0898060484803,0.5708505104318294,-0.37246404751732304,-0.24631713660322416
2024-11-05 00:00:00.500104,0.5001041883725776,12.971610462663119,77.59462255733655,0.391644908616188,0.0,-0.014840827050205228,0.783126631853786,0.7832672415377713,0.25461867388732784,-0.3544571830936506,0.10081682770314712,99.91611424726617,1.5,1287.8664657876268,1285.49807071247,1266.844790176514,1285.7619761363999,1287.89915762267,1267.4822380935836,-0.5629404806705746,-0.25397566087973555,0.12133632915366584
2024-11-05 00:00:00.600125,0.6001250260470932,12.971608495287775,77.59462650640361,0.4699738903394256,0.0,-0.14108542212235117,0.7831266318537862,0.7957338863301584,-1.6494231182431307,-3.0900264550635352,359.999848727254,99.86951970446935,1.5,1283.5994576921455,1275.5297275531748,1289.3210233072032,1291.7072773629584,1277.1261855147786,1264.872755659068,-0.2341130878463524,0.1773959339345928,0.4347892646545884
2024-11-05 00:00:00.700146,0.7001458637216087,12.971612401924283,77.59463394566058,0.5483028720626633,0.0,0.09437352843782822,0.783126631853786,0.7887925483854806,-3.074604782506868,-0.021885109560354006,0.006184750399785129,99.85930277744147,1.5,1281.2840453379572,1285.3982119698703,1263.366437366476,1262.408656939491,1281.5354103667598,1265.8179702696164,-0.01303326752733699,0.2116295557652549,-0.3636818010389785
2024-11-05 00:00:00.800167,0.8001667013961242,12.971616017521598,77.59464326497157,0.6266318537859008,0.0,-0.04636658442203277,0.7831266318537855,0.7844980444013994,-0.49612949960048236,0.1421619328381082,359.9313935978034,99.60618504084138,1.5,1292.3624891463332,1285.8133496523526,1273.218173897803,1274.2726139463732,1273.2973835625407,1283.3547737505849,-0.37560118210108634,-0.01996963205921923,-0.03687071053244216
2024-11-05 00:00:00.900188,0.9001875390706398,12.971612080279685,77.59464167179661,0.7049608355091384,0.0,-0.11370378174473011,0.783126631853786,0.7913380260683222,3.2628609567955973,-0.14368469391614255,359.81011662884225,99.54387806969521,1.5,1277.1302341585917,1282.0366293482598,1274.770504730582,1282.8467134373452,1296.3639242413606,1269.7923931734713,0.14523233993377732,-0.18237632689084374,0.15135496705256193
2024-11-05 00:00:01.000208,1.0002083767451553,12.971597415970676,77.59463591941496,0.783289817232376,0.0,0.021171908217396715,0.783126631853786,0.783412771925644,0.11760995164345313,-0.9977352063631721,359.96169040197617,99.76047965717385,1.5,1279.2967722661413,1286.502583673285,1279.5171015212093,1281.924723699418,1288.3363498860354,1264.1782629660922,-0.1842672537999995,0.31954288400956155,-0.7783655760027737
2024-11-05 00:00:01.100229,1.1002292144196708,12.971598865021603,77.5946585308425,0.8616187989556137,0.0,0.09031336717943507,0.783126631853786,0.7883170845604849,2.3231916869438267,0.7475085227389544,359.8416523314038,99.6227545080529,1.5,1276.6770413285685,1268.8804450093023,1284.416032829676,1283.2595698408256,1261.3753491046132,1291.8054355749002,-0.14753755350890266,-0.08968714862808255,-0.10209946703366779
