timestamp,time_s,lat,lon,altitude_m,vx_ms,vy_ms,vz_ms,speed_ms,roll_deg,pitch_deg,yaw_deg,battery_pct,payload_kg,motor1_pwm,motor2_pwm,motor3_pwm,motor4_pwm,motor5_pwm,motor6_pwm,vibration_x,vibration_y,vibration_z
2024-10-08 00:00:00.000000,0.0,12.97160323295483,77.5945884786628,0.0,0.0,-0.012849391963688138,1.3978243978243978,1.3978834550945143,0.8802141981579186,-0.4548790419072639,359.9878000486916,100.00615065191667,0.5,1226.6010589594587,1218.6853610435776,1229.6954541110244,1216.461516831922,1220.2109000619107,1237.7224614130225,-0.08907504802073153,-0.40509253143367674,0.5799837088293992
2024-10-08 00:00:00.100056,0.1000555864369094,12.971612627456707,77.59457862450736,0.13986013986013987,0.0,0.2530695303742529,1.3978243978243978,1.4205482161324146,0.24451950203938655,0.2565196667511517,359.93865662687784,99.78143442999077,0.5,1231.496474586043,1222.159296563215,1231.4282745079836,1226.9610993909246,1240.6446473402734,1234.6645202876277,0.5341882028305074,0.14772702820324563,0.5055568765410096
2024-10-08 00:00:00.200111,0.2001111728738188,12.971619306914404,77.59458626628619,0.27972027972027974,0.0,0.039161473611926276,1.3978243978243974,1.3983728644995213,1.6328593398560138,-0.24378310828634073,359.88301899851695,99.88016227682522,0.5,1227.3706694173054,1231.7114216847021,1210.2623217668345,1240.4033982015608,1236.6944235793592,1227.72483200077,-0.16059424158498312,0.14311779334088665,0.05988428165221841
2024-10-08 00:00:00.300167,0.3001667593107282,12.971633280585664,77.59459853444673,0.4195804195804196,0.0,-0.15757341188469368,1.3978243978243978,1.4066777979644534,-0.2833336718120514,0.37114627895937874,359.97040101051266,99.93290724958197,0.5,1236.5474586185226,1224.3834323971116,1233.5091843144999,1231.39594545994,1210.945188899312,1225.1238376350705,0.4528785050135082,0.40492230507139026,0.13547280930216157
2024-10-08 00:00:00.400222,0.4002223457476376,12.971630428800475,77.59460290651437,0.5594405594405595,0.0,0.057578130254513686,1.3978243978243983,1.399009752731105,0.507486792313849,2.268922715782522,0.03064775100644885,99.74518660382972,0.5,1230.0434728025373,1220.9132240360996,1230.6020352112314,1221.3424092425823,1216.2165683761143,1226.251153636788,-0.2745614843022076,0.1470462764187472,0.13765844343062017
2024-10-08 00:00:00.500278,0.500277932184547,12.97163264603472,77.59460622126086,0.6993006993006994,0.0,0.01965265915772456,1.397824397824397,1.3979625439063479,-1.1145940167708366,0.5193335587656527,0.0185854645955355,99.78160707759444,0.5,1223.7535565643395,1233.6534010564017,1229.7386661449991,1242.5672766775094,1225.6225054964234,1220.815215410613,-0.631071806968946,-0.2538836082050508,-0.288168951333889
2024-10-08 00:00:00.600334,0.6003335186214565,12.971618960110247,77.59460936819221,0.8391608391608392,0.0,0.2781126309017279,1.3978243978243965,1.4252226782577584,-1.176096105715097,0.6126826561919125,0.14353103413329457,99.8317742417172,0.5,1227.2699973869612,1232.889682039596,1231.7735419571948,1228.073723780083,1216.35190179255,1239.3973763175077,0.16606673951626216,0.04000921492160344,-0.4889954058163179
2024-10-08 00:00:00.700389,0.7003891050583658,12.971613903101783,77.5946169950101,0.9790209790209791,0.0,-0.004441682671211373,1.3978243978243983,1.3978314546818917,-0.19133483099320134,1.2336899638440544,0.1851232533117914,99.6240244066201,0.5,1231.4385465418181,1239.4563227278643,1230.010854697996,1216.3856610657276,1240.1440666349188,1243.1100502185407,-0.3080169000093034,-0.14929787466364422,0.536309320878011
2024-10-08 00:00:00.800445,0.8004446914952752,12.971611934453241,77.59461614475791,1.118881118881119,0.0,0.03611725982086867,1.3978243978243974,1.3982909223799271,-1.0242865127788408,-0.5416114326431594,0.07681124314507323,99.47460696687543,0.5,1220.5414979977545,1218.6136462554352,1233.2840887863629,1225.8454786955915,1227.8021655828277,1235.9429490421473,0.252590720703229,0.29391546222158055,0.09788944320301149
2024-10-08 00:00:00.900500,0.9005002779321846,12.971609792505618,77.594619865331,1.2587412587412588,0.0,-0.07112718026850968,1.3978243978243983,1.39963285290325,-2.1002019139088985,0.1230723246318174,0.003985423694936166,99.30340067109604,0.5,1233.1154166742344,1215.6764551836645,1227.3164850637547,1231.0321800841552,1232.1226452161548,1232.3918587644835,0.4120844315063374,0.07562459660607881,0.2730912580524442
2024-10-08 00:00:01.000556,1.000555864369094,12.971621938490449,77.59462291820729,1.3986013986013988,0.0,-0.23213002343552555,1.3978243978243983,1.416967676036867,-1.6120701623864773,0.33556376977763847,359.90928645346384,99.30899576981975,0.5,1233.810709312481,1229.075006801048,1229.1800366431312,1226.7965676058582,1236.4069017242,1237.879162727048,0.6192327018488325,-0.3146568954991255,-0.3796026533055978
2024-10-08 00:00:01.100611,1.1006114508060034,12.971614662342315,77.59461368459456,1.5384615384615385,0.0,-0.09069750636816301,1.3978243978243965,1.4007637505355925,0.22110182197119033,2.904594660454768,359.991814000216,99.15628987593549,0.5,1236.2040895410732,1242.0023253878446,1221.154595892711,1230.227334225548,1237.0540014658113,1243.684498816335,-0.19999379956118327,-0.272735396926082,-0.1308417670407751
2024-10-08 00:00:01.200667,1.200667037242913,12.971628339208293,77.59461124923031,1.6783216783216783,0.0,-0.06373439652650552,1.3978243978243974,1.3992766418595493,0.5875819884649492,3.097947823129177,359.90008380909785,99.17029607686634,0.5,1218.8619204332688,1230.9698448384681,1235.8750586392791,1243.6378967284943,1221.3211324434008,1244.5381135790903,-0.44911080609371573,0.1915076547969444,1.0642544985666276
2024-10-08 00:00:01.300723,1.3007226236798222,12.971637953382283,77.59461251862865,1.8181818181818183,0.0,0.20051489352266727,1.3978243978243992,1.4121328796106798,1.0325406881316082,-0.9222010855268226,359.95087958124765,99.15105091420787,0.5,1232.2910838042285,1242.8533051173786,1237.8479616142292,1217.4393477455517,1221.6904477565563,1222.8639287917688,0.08865552862911523,-0.2465164988496467,-0.9425840324662207
2024-10-08 00:00:01.400778,1.4007782101167316,12.971645603252453,77.59461115576978,1.9580419580419581,0.0,-0.018725340737456332,1.3978243978243974,1.3979498151002678,0.9611543913461075,-0.04359861496843704,359.88038696809673,99.2036676398816,0.5,1233.0787229214254,1239.6498939134299,1227.848435185868,1223.1504917113393,1241.9030669377057,1224.016403835789,-0.08396953600785043,0.02242267146645967,-0.8351714620504824
2024-10-08 00:00:01.500834,1.500833796553641,12.971649195905238,77.59461737920117,2.097902097902098,0.0,0.023570385610226393,1.3978243978243992,1.39802310790307,-2.0269784157935007,1.65566721369207,359.9756184128147,98.87254921252816,0.5,1233.9838606691171,1236.923999851486,1236.376169486503,1236.2181303010468,1234.832311264376,1231.8133846239436,0.4520989034887201,0.10016026290242254,0.7749270175437413
2024-10-08 00:00:01.600889,1.6008893829905504,12.971648674947543,77.59460686165897,2.237762237762238,0.0,-0.17185762428552748,1.3978243978243992,1.4083494204842097,-1.009730181885345,-1.625586635643503,359.99981043155856,98.92420138633291,0.5,1252.2333328262594,1222.2565723919781,1255.671103094295,1248.7701359743646,1234.7804427337016,1221.7981264625696,0.04068285596216097,-0.17053449106827018,-0.2097196474525948
2024-10-08 00:00:01.700945,1.7009449694274599,12.97163869135912,77.59459065939147,2.377622377622378,0.0,0.07550903432053245,1.3978243978243956,1.399862372312776,-0.25385155121916586,-0.034692591461864375,0.019831842753027188,98.84581000316777,0.5,1244.1872184307163,1241.3901365042464,1231.3027035246494,1253.3731563309984,1232.329151402323,1222.35862711721,0.36869598068212195,-0.15431568193169973,-0.19914674438334434
