timestamp,time_s,lat,lon,altitude_m,vx_ms,vy_ms,vz_ms,speed_ms,roll_deg,pitch_deg,yaw_deg,battery_pct,motor1_pwm,motor2_pwm,motor3_pwm,motor4_pwm
2024-05-20 00:00:00.000000,0.0,12.971574241018295,77.59460855267231,0.0,0.0,0.2413282843745851,0.6686733556298773,0.7108891596926352,0.3276741269060106,-1.3009730539395084,359.92223433297164,100.06411942327897,1181.820390649754,1206.6998579084766,1207.1309447779515,1195.7259437477583
2024-05-20 00:00:00.100033,0.10003334444814939,12.971566264814511,77.59460434474752,0.06688963210702341,0.0,0.20589601321812523,0.6686733556298773,0.6996550755825607,0.6994246972425123,1.386350196343959,359.9666945480115,100.0231859366934,1195.0018386017257,1202.5543645511818,1199.9913334821013,1205.3973233360127
2024-05-20 00:00:00.200067,0.20006668889629878,12.971561949208763,77.5946019212726,0.13377926421404682,0.0,-0.23373303911945675,0.6686733556298771,0.7083468007306432,4.075703407831053,-1.917345708470661,359.99917312253916,99.91463747323347,1221.034031198982,1194.5207943953314,1193.037963912943,1188.7564350593182
2024-05-20 00:00:00.300100,0.3001000333444482,12.97155171556164,77.59462277456274,0.2006688963210702,0.0,0.09026103636334172,0.6686733556298774,0.6747378092375623,0.509005164821582,2.6569485030480595,359.9348785087654,99.95987174930376,1205.4034416746767,1216.8110695303578,1204.1528945093337,1195.3740761787553
2024-05-20 00:00:00.400133,0.40013337779259756,12.971549718949824,77.59462930339728,0.26755852842809363,0.0,0.39162973894074693,0.6686733556298776,0.7749180014376479,-1.4784010187423824,-2.124834697138327,0.018937970835255086,99.76127376317685,1205.4386934285749,1207.4129599195962,1216.1480152068743,1215.6025013673118
2024-05-20 00:00:00.500167,0.500166722240747,12.9715300376907,77.59464571221513,0.33444816053511706,0.0,0.10408468314499147,0.6686733556298772,0.6767257035126666,2.555104140489515,2.4739271631462953,359.90952188961813,99.80337234409397,1216.0038180558995,1201.0566337954247,1206.0526278854636,1208.8308775652317
2024-05-20 00:00:00.600200,0.6002000666888964,12.971526913599192,77.59463692086705,0.4013377926421404,0.0,-0.10658503007122709,0.668673355629877,0.6771147799041196,0.23262999010992472,-4.738837695912232,359.8054822716398,99.92111671065739,1206.3643035348382,1210.1252685983538,1212.5145956018355,1197.6938566626127
2024-05-20 00:00:00.700233,0.7002334111370457,12.971532235587194,77.5946443378448,0.46822742474916385,0.0,0.2888396299444379,0.6686733556298772,0.728390272007912,0.26296824315749123,2.0903952486982904,359.7672308422001,99.79131327296798,1195.6193601271361,1207.3993256646265,1192.7218625069022,1196.0914013146532
2024-05-20 00:00:00.800267,0.8002667555851951,12.971526738620502,77.59465181653336,0.5351170568561873,0.0,-0.11396492976403683,0.6686733556298772,0.6783156062965395,6.171165246843584,1.753479572670289,359.52314441056905,99.75470837678101,1197.764083196092,1201.155942777416,1186.975840942187,1202.6795984075654
2024-05-20 00:00:00.900300,0.9003001000333445,12.971529679685116,77.59465514555023,0.6020066889632106,0.0,-0.4515349231004435,0.6686733556298776,0.8068505706192717,-1.544745126627298,0.20479473482953206,359.23881212126423,99.66324008062317,1203.0838684748614,1212.2911957041813,1200.793437554203,1200.2454519232488
2024-05-20 00:00:01.000333,1.000333444481494,12.971535204773303,77.59465209398495,0.6688963210702341,0.0,-0.04524119498005744,0.6686733556298767,0.6702020756850453,0.7366121209770008,-0.10628913278634418,359.25937608149025,99.70332555946294,1210.6179825308197,1212.2504790157905,1208.225405067341,1220.8430082333227
2024-05-20 00:00:01.100367,1.1003667889296433,12.971548600675218,77.59465111734465,0.7357859531772575,0.0,-0.10465475691886726,0.6686733556298772,0.6768136188605157,-1.4602965847905685,-3.317293555017698,359.0650788090292,99.67035182632036,1232.9873987846224,1196.385278153255,1200.4185927904089,1195.1091318380936
2024-05-20 00:00:01.200400,1.2004001333777927,12.971561447391391,77.59464586306585,0.8026755852842808,0.0,-0.10958476027713299,0.6686733556298776,0.6775934446364704,1.3523623073599693,0.3213128021004525,359.07227952600164,99.57780166911762,1208.4836516296973,1202.518298748654,1216.3895133267674,1233.1865205433733
2024-05-20 00:00:01.300433,1.300433477825942,12.971546366381432,77.59464377727284,0.8695652173913043,0.0,0.2555584879976292,0.6686733556298767,0.715845093101122,-0.42613086373221537,0.35657278340031817,359.151655199771,99.43516757593918,1201.2597189387784,1200.615609618106,1221.7017853266834,1201.1526231916928
